"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","TOI_EV","TOI_PP","TOI_SH","EVO_GAR/60","EVD_GAR/60","PPO_GAR/60","SHD_GAR/60","Take_GAR/60","Draw_GAR/60","Off_GAR/60","Def_GAR/60","Pens_GAR/60","GAR/60","WAR/60","SPAR/60"
"Kerby Rychel","KERBY.RYCHEL","8477510","14-15","CBJ","L","L",1994-10-07,19,2013,1,19,5,53.5,52.8,0.5,0,1.136,0.995,0.267,0,-0.058,-0.127,1.128,0.995,-0.186,1.922,0.366,0.698
"Kerby Rychel","KERBY.RYCHEL","8477510","15-16","CBJ","L","L",1994-10-07,20,2013,1,19,32,304.4,301.5,1.2,0.1,0.669,0.01,-0.043,-0.317,-0.004,-0.099,0.666,0.01,-0.103,0.569,0.11,0.211
"Kerby Rychel","KERBY.RYCHEL","8477510","17-18","MTL","L","L",1994-10-07,22,2013,1,19,4,44.1,41.1,3,0,0.606,-1.127,-0.372,0,0.137,0.325,0.539,-1.127,0.463,-0.048,-0.009,-0.018
"Kerby Rychel","KERBY.RYCHEL","8477510","18-19","CGY","L","L",1994-10-07,23,2013,1,19,2,18.4,17.9,0.5,0,-0.266,-0.236,1.782,0,0.131,-0.124,-0.21,-0.236,0.007,-0.433,-0.081,-0.152
"Kevan Miller","KEVAN.MILLER","8476191","13-14","BOS","D","R",1987-11-15,25,2006,NA,NA,47,820.7,715.9,2.1,92.4,-0.077,0.157,0.242,0.865,0.032,0.044,-0.076,0.238,0.075,0.243,0.046,0.086
"Kevan Miller","KEVAN.MILLER","8476191","14-15","BOS","D","R",1987-11-15,26,2006,NA,NA,41,739.4,619.3,0.2,114.7,0.259,0.331,0.097,0.897,0.036,-0.013,0.259,0.42,0.023,0.657,0.125,0.238
"Kevan Miller","KEVAN.MILLER","8476191","15-16","BOS","D","R",1987-11-15,27,2006,NA,NA,71,1353.2,1152.8,3.8,177.2,0.27,0.319,1.344,0.405,0.031,0.011,0.273,0.331,0.043,0.601,0.116,0.223
"Kevan Miller","KEVAN.MILLER","8476191","16-17","BOS","D","R",1987-11-15,28,2006,NA,NA,58,1032.1,903.2,3.3,116.2,-0.076,-0.022,-0.041,0.708,-0.009,0.007,-0.076,0.061,-0.002,-0.008,-0.001,-0.003
"Kevan Miller","KEVAN.MILLER","8476191","17-18","BOS","D","R",1987-11-15,29,2006,NA,NA,68,1323.2,1151.3,5.8,147.9,-0.026,0.286,-0.266,0.73,0.011,0.007,-0.027,0.337,0.018,0.325,0.063,0.121
"Kevan Miller","KEVAN.MILLER","8476191","18-19","BOS","D","R",1987-11-15,30,2006,NA,NA,39,692.1,614.6,2.2,69.2,0.048,0.002,0.389,0.905,-0.015,0.038,0.05,0.093,0.022,0.159,0.03,0.056
"Kevan Miller","KEVAN.MILLER","8476191","20-21","BOS","D","R",1987-11-15,32,2006,NA,NA,28,533.8,457.6,0.6,64.3,-0.562,0.238,0.204,0.769,0.043,0.004,-0.561,0.303,0.047,-0.138,-0.025,-0.046
"Kevin Bahl","KEVIN.BAHL","8480860","20-21","N.J","D","L",2000-06-27,20,2018,2,55,7,118.4,110.2,0.2,7.4,-0.087,-0.126,-0.293,-0.069,0.126,-0.058,-0.088,-0.123,0.067,-0.137,-0.025,-0.046
"Kevin Bahl","KEVIN.BAHL","8480860","21-22","N.J","D","L",2000-06-27,21,2018,2,55,17,267.7,248.3,0.8,17.1,0.023,-0.071,-0.2,-0.304,-0.073,-0.061,0.022,-0.086,-0.134,-0.198,-0.035,-0.066
"Kevin Bahl","KEVIN.BAHL","8480860","22-23","N.J","D","L",2000-06-27,22,2018,2,55,42,588.9,549.6,1.8,35.8,0.024,-0.004,0.153,2.419,-0.051,-0.029,0.025,0.145,-0.08,0.087,0.015,0.028
"Kevin Bahl","KEVIN.BAHL","8480860","23-24","N.J","D","L",2000-06-27,23,2018,2,55,82,1426.5,1250.9,3.8,143.7,0.266,0.216,-0.097,0.242,-0.078,-0.013,0.265,0.218,-0.091,0.356,0.058,0.113
"Kevin Bahl","KEVIN.BAHL","8480860","24-25","CGY","D","L",2000-06-27,24,2018,2,55,73,1561.3,1343,7.2,179.7,0.02,0.029,0.784,-0.728,0.051,-0.022,0.024,-0.06,0.029,-0.009,-0.002,-0.003
"Kevin Bieksa","KEVIN.BIEKSA","8469598","08-09","VAN","D","R",1981-06-16,27,2001,5,151,71,1667.9,1183.1,274.2,177.5,-0.072,-0.038,0.755,0.021,-0.032,0.088,0.084,-0.03,0.057,0.105,0.019,0.037
"Kevin Bieksa","KEVIN.BIEKSA","8469598","09-10","VAN","D","R",1981-06-16,28,2001,5,151,55,1200.7,921.5,153.7,106.6,-0.102,0.038,0.746,-0.805,0.038,0.007,0.019,-0.049,0.046,0.021,0.004,0.007
"Kevin Bieksa","KEVIN.BIEKSA","8469598","10-11","VAN","D","R",1981-06-16,29,2001,5,151,66,1482,1177,114.2,174,0.227,0.08,1.533,0.088,-0.065,0.045,0.342,0.081,-0.02,0.351,0.063,0.12
"Kevin Bieksa","KEVIN.BIEKSA","8469598","11-12","VAN","D","R",1981-06-16,30,2001,5,151,78,1843.9,1481.5,135.2,199.7,0.257,0.026,1.039,0.635,-0.011,0.06,0.322,0.098,0.049,0.421,0.073,0.136
"Kevin Bieksa","KEVIN.BIEKSA","8469598","12-13","VAN","D","R",1981-06-16,31,2001,5,151,36,789.9,634.1,75.7,71.1,0.464,-0.232,1.639,-1.413,-0.099,0.121,0.589,-0.351,0.022,0.238,0.044,0.082
"Kevin Bieksa","KEVIN.BIEKSA","8469598","13-14","VAN","D","R",1981-06-16,32,2001,5,151,76,1730.8,1388.3,147.1,164.6,0.176,-0.004,0.258,0.277,-0.022,0.026,0.184,0.026,0.004,0.191,0.036,0.068
"Kevin Bieksa","KEVIN.BIEKSA","8469598","14-15","VAN","D","R",1981-06-16,33,2001,5,151,60,1250,1028,85.7,112.6,0.186,-0.25,-1.489,1.008,-0.08,-0.017,0.057,-0.126,-0.097,-0.16,-0.03,-0.058
"Kevin Bieksa","KEVIN.BIEKSA","8469598","15-16","ANA","D","R",1981-06-16,34,2001,5,151,71,1491.8,1218.8,103.9,142.8,-0.176,-0.126,1.344,-0.912,-0.056,0.035,-0.056,-0.208,-0.021,-0.26,-0.05,-0.097
"Kevin Bieksa","KEVIN.BIEKSA","8469598","16-17","ANA","D","R",1981-06-16,35,2001,5,151,81,1518.8,1283.8,75.2,135.5,0.135,-0.113,-0.654,-1.084,-0.005,0.033,0.092,-0.206,0.028,-0.082,-0.015,-0.03
"Kevin Bieksa","KEVIN.BIEKSA","8469598","17-18","ANA","D","R",1981-06-16,36,2001,5,151,59,1063.1,908.3,28.2,113.6,-0.599,-0.083,2.207,-0.615,-0.053,0.024,-0.514,-0.142,-0.029,-0.619,-0.121,-0.231
"Kevin Connauton","KEVIN.CONNAUTON","8475246","13-14","DAL","D","L",1990-02-23,23,2009,3,83,36,551.9,517.5,24.6,7.1,-0.142,-0.131,0.146,-1.362,-0.035,0.012,-0.129,-0.148,-0.022,-0.29,-0.055,-0.103
"Kevin Connauton","KEVIN.CONNAUTON","8475246","14-15","CBJ","D","L",1990-02-23,24,2009,3,83,54,908.7,804.9,94.9,1.4,0.453,-0.353,-0.078,0.397,0.001,0.006,0.397,-0.352,0.007,0.088,0.017,0.032
"Kevin Connauton","KEVIN.CONNAUTON","8475246","14-15","DAL","D","L",1990-02-23,24,2009,3,83,8,96.7,90.9,5.3,0.2,1.381,-1.326,1.172,0.272,-0.216,0.057,1.369,-1.323,-0.159,-0.042,-0.008,-0.015
"Kevin Connauton","KEVIN.CONNAUTON","8475246","15-16","ARI","D","L",1990-02-23,25,2009,3,83,38,667.2,601.7,37.1,17.5,-0.122,-0.38,-1.106,-3.714,0,-0.027,-0.179,-0.474,-0.027,-0.638,-0.123,-0.237
"Kevin Connauton","KEVIN.CONNAUTON","8475246","15-16","CBJ","D","L",1990-02-23,25,2009,3,83,27,420.8,366.8,43.7,7.5,0.715,0.493,0.246,0.542,-0.011,0.067,0.665,0.494,0.056,1.144,0.221,0.424
"Kevin Connauton","KEVIN.CONNAUTON","8475246","16-17","ARI","D","L",1990-02-23,26,2009,3,83,24,315.2,289.9,5.3,19.8,0.139,0.135,-0.567,-1.298,-0.084,-0.024,0.126,0.044,-0.108,0.053,0.01,0.019
"Kevin Connauton","KEVIN.CONNAUTON","8475246","17-18","ARI","D","L",1990-02-23,27,2009,3,83,73,1107.9,1047.4,13,39.9,0.34,-0.139,-1.623,-1.232,0.049,-0.007,0.316,-0.179,0.041,0.169,0.033,0.063
"Kevin Connauton","KEVIN.CONNAUTON","8475246","18-19","ARI","D","L",1990-02-23,28,2009,3,83,50,917.6,764.2,5.6,137.3,0.01,-0.142,-0.769,-0.312,0.008,0.023,0.005,-0.168,0.032,-0.129,-0.024,-0.045
"Kevin Connauton","KEVIN.CONNAUTON","8475246","19-20","COL","D","L",1990-02-23,29,2009,3,83,4,62,55.5,0.4,4.8,-1.514,0.479,0.044,0.374,0.126,0.11,-1.502,0.471,0.236,-0.661,-0.118,-0.226
"Kevin Connauton","KEVIN.CONNAUTON","8475246","20-21","FLA","D","L",1990-02-23,30,2009,3,83,7,99.5,95.6,0.3,2.8,1.246,-0.072,0.175,-2.216,0.009,-0.058,1.243,-0.133,-0.049,1.018,0.183,0.34
"Kevin Connauton","KEVIN.CONNAUTON","8475246","21-22","FLA","D","L",1990-02-23,31,2009,3,83,13,156.2,152.9,1,2,0.108,0.168,0.459,-0.65,0.064,0.012,0.11,0.158,0.077,0.342,0.06,0.114
"Kevin Connauton","KEVIN.CONNAUTON","8475246","21-22","PHI","D","L",1990-02-23,31,2009,3,83,26,353.8,333.4,0.4,16.8,0.285,-0.203,-0.64,-0.979,0.096,-0.061,0.284,-0.24,0.035,0.065,0.011,0.022
"Kevin Czuczman","KEVIN.CZUCZMAN","8477814","13-14","NYI","D","L",1991-01-09,22,2009,NA,NA,13,254.1,224.2,7.5,21.5,0.11,-0.287,-0.673,-1.017,-0.192,-0.025,0.084,-0.351,-0.216,-0.478,-0.091,-0.17
"Kevin Czuczman","KEVIN.CZUCZMAN","8477814","20-21","PIT","D","L",1991-01-09,29,2009,NA,NA,2,23.3,20.2,2,0.7,-0.343,0.354,0.333,0.303,0.126,-0.058,-0.283,0.353,0.067,0.114,0.02,0.038
"Kevin Fiala","KEVIN.FIALA","8477942","14-15","NSH","L","L",1996-07-22,18,2014,1,11,1,11.4,11.4,0,0,-0.076,0.025,0,0,0.138,-0.127,-0.076,0.025,0.011,-0.04,-0.008,-0.015
"Kevin Fiala","KEVIN.FIALA","8477942","15-16","NSH","L","L",1996-07-22,19,2014,1,11,5,65.8,62.5,3.2,0,-0.811,-0.435,-0.247,0,0.141,0.064,-0.783,-0.435,0.205,-0.99,-0.191,-0.367
"Kevin Fiala","KEVIN.FIALA","8477942","16-17","NSH","L","L",1996-07-22,20,2014,1,11,54,729.7,673.3,44.2,6.8,-0.101,0.384,-1.755,0.014,-0.004,-0.004,-0.202,0.38,-0.008,0.148,0.028,0.054
"Kevin Fiala","KEVIN.FIALA","8477942","17-18","NSH","L","L",1996-07-22,21,2014,1,11,80,1211.8,1016.9,179.7,0.4,0.246,0.07,0.512,-0.295,0.016,0.156,0.286,0.07,0.172,0.513,0.1,0.191
"Kevin Fiala","KEVIN.FIALA","8477942","18-19","MIN","L","L",1996-07-22,22,2014,1,11,19,335,268.6,58.5,0.2,-0.757,-0.176,-0.456,-0.074,-0.027,-0.024,-0.703,-0.176,-0.051,-0.879,-0.164,-0.308
"Kevin Fiala","KEVIN.FIALA","8477942","18-19","NSH","L","L",1996-07-22,22,2014,1,11,64,963,818.5,124,0.8,0.065,-0.245,0.182,0.099,-0.002,-0.02,0.08,-0.245,-0.023,-0.153,-0.028,-0.054
"Kevin Fiala","KEVIN.FIALA","8477942","19-20","MIN","L","L",1996-07-22,23,2014,1,11,64,985.6,809,153.3,2.5,0.508,-0.11,1.296,0.19,-0.077,0.126,0.633,-0.109,0.048,0.577,0.103,0.197
"Kevin Fiala","KEVIN.FIALA","8477942","20-21","MIN","L","L",1996-07-22,24,2014,1,11,50,845,652.8,152.2,17,0.325,-0.083,0.185,0.835,-0.01,0.07,0.299,-0.059,0.06,0.297,0.053,0.099
"Kevin Fiala","KEVIN.FIALA","8477942","21-22","MIN","L","L",1996-07-22,25,2014,1,11,82,1447.1,1085.7,218,75.4,0.674,-0.015,-0.248,-0.041,-0.017,0.112,0.52,-0.017,0.095,0.55,0.097,0.183
"Kevin Fiala","KEVIN.FIALA","8477942","22-23","L.A","L","L",1996-07-22,26,2014,1,11,69,1214,975.5,201.9,1.5,0.619,-0.197,0.402,-0.171,-0.077,0.069,0.582,-0.197,-0.008,0.398,0.067,0.128
"Kevin Fiala","KEVIN.FIALA","8477942","23-24","L.A","L","L",1996-07-22,27,2014,1,11,82,1478.9,1169.2,253.8,1.9,0.269,0.32,0.647,-0.281,-0.057,0.012,0.336,0.319,-0.046,0.531,0.087,0.169
"Kevin Fiala","KEVIN.FIALA","8477942","24-25","L.A","L","L",1996-07-22,28,2014,1,11,81,1500,1211.3,242.7,0.8,0.012,0.028,0.364,-0.113,-0.011,0.024,0.071,0.028,0.013,0.105,0.017,0.033
"Kevin Gravel","KEVIN.GRAVEL","8475857","15-16","L.A","D","L",1992-03-06,23,2010,5,148,5,58.4,52.2,3.9,1.7,0.327,0.494,-0.246,0.223,0.135,-0.062,0.288,0.486,0.072,0.797,0.154,0.296
"Kevin Gravel","KEVIN.GRAVEL","8475857","16-17","L.A","D","L",1992-03-06,24,2010,5,148,49,693.4,619.2,47.2,25.2,0.158,0.403,-1.941,0.469,0.088,0.014,0.009,0.405,0.102,0.488,0.092,0.178
"Kevin Gravel","KEVIN.GRAVEL","8475857","17-18","L.A","D","L",1992-03-06,25,2010,5,148,16,224.5,206.6,10.7,3.5,-0.417,-0.119,0.031,-1.075,0.083,-0.008,-0.395,-0.134,0.075,-0.433,-0.084,-0.161
"Kevin Gravel","KEVIN.GRAVEL","8475857","18-19","EDM","D","L",1992-03-06,26,2010,5,148,36,529.5,469.2,0.4,56.9,0.018,0.236,0.316,0.447,0.085,0.026,0.019,0.259,0.11,0.384,0.072,0.135
"Kevin Gravel","KEVIN.GRAVEL","8475857","19-20","TOR","D","L",1992-03-06,27,2010,5,148,3,33.3,31,0,2.2,-0.886,0.389,0,0.089,0.126,-0.059,-0.886,0.369,0.067,-0.391,-0.07,-0.134
"Kevin Gravel","KEVIN.GRAVEL","8475857","22-23","NSH","D","L",1992-03-06,30,2010,5,148,23,328.2,300.1,0,24.8,-0.794,0.048,0,0.6,0.072,0.04,-0.794,0.091,0.112,-0.525,-0.089,-0.169
"Kevin Gravel","KEVIN.GRAVEL","8475857","24-25","NSH","D","L",1992-03-06,32,2010,5,148,6,107,99.1,0,6.8,0.403,0.298,0,-0.554,0.12,-0.057,0.403,0.244,0.062,0.676,0.111,0.211
"Kevin Hayes","KEVIN.HAYES","8475763","14-15","NYR","R","L",1992-05-08,22,2010,1,24,79,1030.2,937.3,47.8,35.9,0.299,-0.007,1.515,0.429,0.029,-0.059,0.358,0.009,-0.03,0.322,0.061,0.117
"Kevin Hayes","KEVIN.HAYES","8475763","15-16","NYR","R","L",1992-05-08,23,2010,1,24,79,1079.4,946.4,118.3,1.9,0.415,-0.21,-0.202,-1.23,0.048,-0.054,0.346,-0.212,-0.006,0.149,0.029,0.055
"Kevin Hayes","KEVIN.HAYES","8475763","16-17","NYR","R","L",1992-05-08,24,2010,1,24,76,1258.5,1014.4,109.7,107.6,0.229,-0.216,1.058,-0.093,0.056,-0.028,0.31,-0.204,0.028,0.124,0.023,0.045
"Kevin Hayes","KEVIN.HAYES","8475763","17-18","NYR","R","L",1992-05-08,25,2010,1,24,76,1318.8,1038.3,83.4,169.3,0.325,-0.12,0.709,-0.891,0.054,-0.059,0.354,-0.228,-0.005,0.087,0.017,0.032
"Kevin Hayes","KEVIN.HAYES","8475763","18-19","NYR","R","L",1992-05-08,26,2010,1,24,51,992.2,730.2,125.8,100.7,0.375,0.266,0.513,0.025,0.078,0.042,0.395,0.237,0.12,0.659,0.123,0.231
"Kevin Hayes","KEVIN.HAYES","8475763","18-19","WPG","R","L",1992-05-08,26,2010,1,24,20,305.7,253.3,22.2,23.8,0.554,0.046,1.113,0.168,0.093,-0.087,0.599,0.056,0.007,0.597,0.111,0.21
"Kevin Hayes","KEVIN.HAYES","8475763","19-20","PHI","R","L",1992-05-08,27,2010,1,24,69,1223.3,947.5,111.6,139.1,-0.051,-0.026,0.497,0.361,-0.043,-0.034,0.007,0.024,-0.077,-0.05,-0.009,-0.017
"Kevin Hayes","KEVIN.HAYES","8475763","20-21","PHI","R","L",1992-05-08,28,2010,1,24,55,963.7,736.2,136.4,72,-0.014,-0.047,1.184,-1.557,-0.011,0.007,0.173,-0.182,-0.004,0.001,0,0
"Kevin Hayes","KEVIN.HAYES","8475763","21-22","PHI","C/R","L",1992-05-08,29,2010,1,24,48,860.3,659.9,124.8,42.9,0.468,-0.246,-0.536,0.054,0.014,0.04,0.308,-0.228,0.054,0.149,0.026,0.05
"Kevin Hayes","KEVIN.HAYES","8475763","22-23","PHI","C","L",1992-05-08,30,2010,1,24,81,1422.5,1156.7,206.2,11,0.106,-0.216,0.372,-1.655,0.08,-0.056,0.146,-0.229,0.024,-0.025,-0.004,-0.008
"Kevin Hayes","KEVIN.HAYES","8475763","23-24","STL","R","L",1992-05-08,31,2010,1,24,79,1142.9,991.2,118.5,15.3,0.17,0.097,-0.461,-1.816,0.083,0.085,0.103,0.068,0.168,0.328,0.054,0.104
"Kevin Hayes","KEVIN.HAYES","8475763","24-25","PIT","R","L",1992-05-08,32,2010,1,24,64,771.1,619.4,116.2,21.7,0.352,-0.013,-0.393,-0.082,0.059,-0.023,0.234,-0.016,0.036,0.247,0.041,0.077
"Kevin Henderson","KEVIN.HENDERSON","8471912","12-13","NSH","L","L",1986-12-03,25,2005,NA,NA,4,58.8,54.9,1.4,1.6,1.083,-0.436,-0.301,0.27,0.149,0.255,1.047,-0.416,0.404,1.008,0.187,0.347
"Kevin Klein","KEVIN.KLEIN","8470630","08-09","NSH","D","R",1984-12-13,23,2003,2,37,63,797.9,738.6,26.4,27.4,0.091,0.002,-0.365,-0.853,0.106,-0.035,0.075,-0.029,0.07,0.115,0.021,0.04
"Kevin Klein","KEVIN.KLEIN","8470630","09-10","NSH","D","R",1984-12-13,24,2003,2,37,81,1613.8,1377.8,16.4,200.2,-0.231,0.16,-1.101,0.13,0.068,-0.03,-0.241,0.156,0.039,-0.017,-0.003,-0.006
"Kevin Klein","KEVIN.KLEIN","8470630","10-11","NSH","D","R",1984-12-13,25,2003,2,37,81,1684.1,1396.7,18.8,254.7,0.172,-0.007,-1.515,-0.255,0.103,-0.035,0.15,-0.045,0.068,0.15,0.027,0.051
"Kevin Klein","KEVIN.KLEIN","8470630","11-12","NSH","D","R",1984-12-13,26,2003,2,37,66,1316.1,1136.8,18.1,150.6,-0.236,0.096,-1.371,-0.687,0.133,-0.026,-0.254,0.005,0.107,-0.111,-0.019,-0.036
"Kevin Klein","KEVIN.KLEIN","8470630","12-13","NSH","D","R",1984-12-13,27,2003,2,37,47,959.7,816.5,7.7,128.2,0.154,0.026,-0.845,0.152,0.118,-0.029,0.145,0.043,0.088,0.255,0.047,0.088
"Kevin Klein","KEVIN.KLEIN","8470630","13-14","NSH","D","R",1984-12-13,28,2003,2,37,47,883.8,766.7,2.4,102.4,-0.387,0.177,1.464,0.835,0.098,0.009,-0.381,0.255,0.107,0.026,0.005,0.009
"Kevin Klein","KEVIN.KLEIN","8470630","13-14","NYR","D","R",1984-12-13,28,2003,2,37,30,450.7,425.6,3.6,18.6,-0.011,-0.495,-0.251,-0.847,0.137,-0.021,-0.013,-0.51,0.116,-0.399,-0.076,-0.141
"Kevin Klein","KEVIN.KLEIN","8470630","14-15","NYR","D","R",1984-12-13,29,2003,2,37,65,1201.8,1064.5,6.4,116.3,0.537,0.022,-0.887,-0.141,0.066,-0.018,0.529,0.006,0.048,0.526,0.1,0.191
"Kevin Klein","KEVIN.KLEIN","8470630","15-16","NYR","D","R",1984-12-13,30,2003,2,37,69,1406.5,1208.1,32.4,141.1,0.203,0.013,-0.483,-0.242,0.087,-0.032,0.185,-0.013,0.055,0.205,0.04,0.076
"Kevin Klein","KEVIN.KLEIN","8470630","16-17","NYR","D","R",1984-12-13,31,2003,2,37,60,1058.2,962.6,3.5,76.1,0.189,-0.117,1.011,0.872,0.057,-0.039,0.192,-0.045,0.018,0.149,0.028,0.054
"Kevin Korchinski","KEVIN.KORCHINSKI","8483466","23-24","CHI","D","L",2004-06-21,19,2022,1,7,76,1490.8,1330.8,135.8,12.1,-0.185,-0.324,-0.226,1.289,0.054,-0.036,-0.189,-0.309,0.018,-0.446,-0.073,-0.142
"Kevin Korchinski","KEVIN.KORCHINSKI","8483466","24-25","CHI","D","L",2004-06-21,20,2022,1,7,16,273.4,257.7,13.7,1.3,0.505,0.216,0.076,-0.045,0.001,-0.022,0.483,0.215,-0.021,0.662,0.109,0.206
"Kevin Labanc","KEVIN.LABANC","8478099","16-17","S.J","R","R",1995-12-12,20,2014,6,171,55,752.3,675.6,62.4,10.5,0.431,-0.121,-0.223,-0.848,-0.005,-0.032,0.375,-0.132,-0.037,0.211,0.04,0.077
"Kevin Labanc","KEVIN.LABANC","8478099","17-18","S.J","R","R",1995-12-12,21,2014,6,171,77,1105,916.2,170.1,1.6,0.206,-0.023,1.7,-0.886,-0.028,0.016,0.44,-0.025,-0.012,0.4,0.078,0.149
"Kevin Labanc","KEVIN.LABANC","8478099","18-19","S.J","R","R",1995-12-12,22,2014,6,171,82,1149.6,943,188.3,1,0.39,-0.305,0.667,-0.601,-0.047,-0.012,0.436,-0.306,-0.059,0.119,0.022,0.042
"Kevin Labanc","KEVIN.LABANC","8478099","19-20","S.J","R","R",1995-12-12,23,2014,6,171,70,1124.9,926.1,162.8,2.5,0.062,-0.137,-0.263,-0.029,-0.068,0.033,0.013,-0.137,-0.034,-0.134,-0.024,-0.046
"Kevin Labanc","KEVIN.LABANC","8478099","20-21","S.J","R","R",1995-12-12,24,2014,6,171,55,903.2,765.3,117.2,1.1,0.327,-0.113,-0.681,-0.147,-0.03,0.099,0.193,-0.113,0.069,0.162,0.029,0.054
"Kevin Labanc","KEVIN.LABANC","8478099","21-22","S.J","R","R",1995-12-12,25,2014,6,171,21,279.1,236.3,39.6,0,-0.527,0.458,1.022,-0.188,0.014,-0.006,-0.305,0.458,0.008,0.095,0.017,0.032
"Kevin Labanc","KEVIN.LABANC","8478099","22-23","S.J","R","R",1995-12-12,26,2014,6,171,72,1031.5,908.9,91.1,0.1,0.54,0.027,-1.761,-0.144,-0.073,-0.079,0.331,0.027,-0.152,0.193,0.033,0.062
"Kevin Labanc","KEVIN.LABANC","8478099","23-24","S.J","R","R",1995-12-12,27,2014,6,171,46,534.6,485.5,40,0,-0.286,-0.257,0.204,0,-0.012,-0.048,-0.248,-0.257,-0.06,-0.538,-0.088,-0.171
"Kevin Labanc","KEVIN.LABANC","8478099","24-25","CBJ","R","R",1995-12-12,28,2014,6,171,34,356.8,332,19.8,0.2,0.177,0.43,-0.299,-0.35,-0.059,-0.047,0.15,0.429,-0.106,0.442,0.073,0.138
"Kevin Marshall","KEVIN.MARSHALL","8474163","11-12","PHI","D","L",1989-03-10,22,2007,2,41,10,87.6,86.5,0,0.9,0.662,-0.571,0,0.264,-0.37,-0.068,0.662,-0.562,-0.438,-0.345,-0.06,-0.112
"Kevin Porter","KEVIN.PORTER","8471331","08-09","ARI","C","L",1986-03-12,22,2004,4,119,34,463.5,390.2,60.8,9.4,0.351,0.116,-1.22,-1.873,0.129,0.001,0.139,0.07,0.13,0.325,0.059,0.113
"Kevin Porter","KEVIN.PORTER","8471331","09-10","ARI","C","L",1986-03-12,23,2004,4,119,4,29.4,29.2,0,0.2,0.171,0.39,0,-0.123,0.165,0.164,0.171,0.386,0.329,0.885,0.16,0.308
"Kevin Porter","KEVIN.PORTER","8471331","09-10","COL","C","L",1986-03-12,23,2004,4,119,16,211.4,182,9,19.2,-0.224,0.309,-1.034,0.182,0.165,-0.162,-0.262,0.297,0.003,0.049,0.009,0.017
"Kevin Porter","KEVIN.PORTER","8471331","10-11","COL","C","L",1986-03-12,24,2004,4,119,74,1022.5,864.2,119.5,21.2,0.593,0.051,-0.474,2.29,0.031,-0.091,0.464,0.105,-0.06,0.477,0.085,0.163
"Kevin Porter","KEVIN.PORTER","8471331","11-12","COL","C","L",1986-03-12,25,2004,4,119,35,321.4,293.4,16.9,10.2,0.042,-0.126,-1.733,1.184,0.029,-0.041,-0.055,-0.082,-0.012,-0.142,-0.025,-0.046
"Kevin Porter","KEVIN.PORTER","8471331","12-13","BUF","C","L",1986-03-12,26,2004,4,119,31,472.1,404.1,16.1,45.5,-0.23,0.206,-0.764,1.737,0.003,-0.002,-0.25,0.361,0.001,0.122,0.023,0.042
"Kevin Porter","KEVIN.PORTER","8471331","13-14","BUF","C","L",1986-03-12,27,2004,4,119,12,139.5,122,0.6,15.6,-0.534,-0.14,-0.388,0.68,-0.019,0.162,-0.533,-0.047,0.144,-0.372,-0.07,-0.132
"Kevin Porter","KEVIN.PORTER","8471331","15-16","PIT","C","L",1986-03-12,29,2004,4,119,41,464.1,381.4,2.1,74.4,-0.5,0.248,-0.053,1.254,0.141,-0.037,-0.498,0.412,0.104,0.098,0.019,0.036
"Kevin Porter","KEVIN.PORTER","8471331","16-17","PIT","C","L",1986-03-12,30,2004,4,119,2,22.5,19.6,0,2.9,-0.152,-0.144,0,-1.014,0.135,-0.125,-0.152,-0.254,0.011,-0.377,-0.071,-0.137
"Kevin Quick","KEVIN.QUICK","8473433","08-09","T.B","D","L",1988-03-29,20,2006,3,78,6,80.3,69.2,8,2.1,-0.298,-0.854,0.587,0.059,0.176,-0.078,-0.206,-0.827,0.097,-0.834,-0.151,-0.29
"Kevin Rooney","KEVIN.ROONEY","8479291","16-17","N.J","C","L",1993-05-21,23,2011,NA,NA,4,40.8,39.1,0.2,0.6,-0.64,-0.205,-0.034,-0.255,-0.436,0.133,-0.636,-0.206,-0.303,-1.117,-0.21,-0.407
"Kevin Rooney","KEVIN.ROONEY","8479291","17-18","N.J","C","L",1993-05-21,24,2011,NA,NA,1,11.8,11,0.3,0.2,-0.062,0.169,0.122,-0.022,0.137,0.687,-0.057,0.165,0.824,0.927,0.181,0.345
"Kevin Rooney","KEVIN.ROONEY","8479291","18-19","N.J","C","L",1993-05-21,25,2011,NA,NA,41,517.1,434.6,1.5,78,0.171,0.198,-0.275,0.4,0.089,-0.012,0.17,0.229,0.077,0.447,0.083,0.157
"Kevin Rooney","KEVIN.ROONEY","8479291","19-20","N.J","C","L",1993-05-21,26,2011,NA,NA,49,574.8,463.4,2,101.8,-0.083,0.152,-0.327,-0.065,0.079,0.027,-0.084,0.113,0.107,0.15,0.027,0.051
"Kevin Rooney","KEVIN.ROONEY","8479291","20-21","NYR","C","L",1993-05-21,27,2011,NA,NA,54,667,553.5,5,100.4,0.079,0.064,-0.198,-0.58,0.005,0.01,0.077,-0.035,0.014,0.045,0.008,0.015
"Kevin Rooney","KEVIN.ROONEY","8479291","21-22","NYR","C","L",1993-05-21,28,2011,NA,NA,61,844.9,694.5,4.6,127.2,-0.311,0.032,0.27,0.09,0.041,0.092,-0.307,0.041,0.133,-0.081,-0.014,-0.027
