"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Michael Latta","MICHAEL.LATTA","8475247","14-15","WSH","C","R",1991-05-25,23,2009,3,72,53,434.5,0,0.55,0.28,0.83,3.31,4.83,7.04,0.27,0,0,5.49,1.8,1.52,1.93,12.43,8.84,0.55,0.41,1.1,1.1,-0.14,21.68,23.75,-2.07
"Michael Latta","MICHAEL.LATTA","8475247","15-16","WSH","C","R",1991-05-25,24,2009,3,72,43,343.75,0.52,0.17,0.52,1.22,4.89,5.93,8.55,0.53,10.71,8.82,8.97,1.75,0.7,1.4,10.12,9.25,0.87,1.05,1.4,1.22,0,17.8,16.23,1.57
"Michael McCarron","MICHAEL.MCCARRON","8477446","15-16","MTL","R","R",1995-03-07,20,2013,1,25,20,206.62,0.29,0.29,0,0.58,11.03,12.49,14.52,0.85,2.63,2.33,6.77,2.32,1.74,1.16,12.78,6.97,0.87,0,0.87,0.87,-0.87,20.91,20.91,0
"Michael McCarron","MICHAEL.MCCARRON","8477446","16-17","MTL","R","R",1995-03-07,21,2013,1,25,31,288.75,0.21,0.62,0.21,1.04,6.03,8.52,10.81,0.39,3.45,2.44,4.63,2.29,1.25,1.45,14.96,13.92,1.25,1.04,1.04,1.04,-0.21,14.75,19.12,-4.36
"Michael McCarron","MICHAEL.MCCARRON","8477446","17-18","MTL","R","R",1995-03-07,22,2013,1,25,18,155.88,0,0.38,0,0.38,5.77,7.7,10.39,0.33,0,0,4.35,5.39,1.92,1.15,23.48,11.16,3.85,1.54,0.77,0.77,-2.31,22.71,23.86,-1.15
"Michael McCarron","MICHAEL.MCCARRON","8477446","20-21","NSH","R","R",1995-03-07,25,2013,1,25,6,54.67,0,0,0,0,2.19,5.49,7.68,0.53,0,0,9.6,0,0,2.19,13.17,3.29,1.1,1.1,0,0,0,13.17,23.05,-9.88
"Michael McCarron","MICHAEL.MCCARRON","8477446","21-22","NSH","R","R",1995-03-07,26,2013,1,25,51,466.2,0.77,0.39,0.26,1.42,6.31,8.37,10.55,0.65,12.24,9.23,7.75,3.6,2.19,1.67,14.67,9.91,1.03,0.51,1.03,1.03,-0.51,22.78,16.86,5.92
"Michael McCarron","MICHAEL.MCCARRON","8477446","22-23","NSH","R","R",1995-03-07,27,2013,1,25,32,290.07,0.41,0.21,0,0.62,7.86,10.96,14.27,0.92,5.26,3.77,8.43,3.52,0.41,1.24,15.51,7.03,1.45,0.83,0.41,0.41,-0.62,11.17,6.62,4.55
"Michael McCarron","MICHAEL.MCCARRON","8477446","23-24","NSH","R","R",1995-03-07,28,2013,1,25,70,781.9,0.77,0.38,0.23,1.38,6.75,10.51,12.51,0.87,11.36,7.3,8.27,3.68,1.15,1.38,10.44,7.14,1.15,0.84,0.61,0.61,-0.31,25.86,21.64,4.22
"Michael McCarron","MICHAEL.MCCARRON","8477446","24-25","NSH","C/R","R",1995-03-07,29,2013,1,25,74,823.98,0.36,0.29,0.29,0.95,5.46,8.3,11.36,0.62,6.67,4.39,7.51,3.57,1.97,0.87,10.49,6.19,0.8,0.87,0.66,0.58,0,29.93,25.19,4.73
"Michael McLeod","MICHAEL.MCLEOD","8479415","18-19","N.J","C","R",1998-02-03,20,2016,1,12,21,246.12,0,0.24,0.49,0.73,4.63,6.34,8.04,0.5,0,0,7.85,0.98,1.95,2.68,10,8.78,0.73,0.98,0.24,0.24,0.24,16.33,14.14,2.19
"Michael McLeod","MICHAEL.MCLEOD","8479415","19-20","N.J","C","R",1998-02-03,21,2016,1,12,12,118.6,0,1.01,0,1.01,5.56,6.07,8.09,0.42,0,0,6.92,2.53,0,2.02,9.61,7.59,0.51,0.51,0,0,0,20.24,19.73,0.51
"Michael McLeod","MICHAEL.MCLEOD","8479415","20-21","N.J","C","R",1998-02-03,22,2016,1,12,52,618.37,0.87,0.19,0.29,1.36,5.63,7.86,9.7,0.65,15.52,11.11,8.27,1.16,2.04,2.33,8.34,6.5,1.07,0.39,0.39,0.39,-0.68,27.94,23.87,4.08
"Michael McLeod","MICHAEL.MCLEOD","8479415","21-22","N.J","C","R",1998-02-03,23,2016,1,12,77,839.35,0.36,0.43,0.43,1.22,4.93,6.93,8.29,0.41,7.25,5.15,5.97,2,1.86,2.29,9.65,6.58,0.93,0.71,0.29,0.29,-0.21,35.81,25.59,10.22
"Michael McLeod","MICHAEL.MCLEOD","8479415","22-23","N.J","C","R",1998-02-03,24,2016,1,12,80,865.35,0.21,0.76,0.69,1.66,5.69,7.77,10.47,0.61,3.66,2.68,7.89,2.84,1.73,1.73,8.39,7.63,0.49,0.9,0.21,0.21,0.42,33.77,21.15,12.62
"Michael McLeod","MICHAEL.MCLEOD","8479415","23-24","N.J","C","R",1998-02-03,25,2016,1,12,45,606.15,0.89,0.4,0.49,1.78,6.53,9.3,11.58,0.91,13.64,9.57,9.8,2.08,1.78,1.88,9.7,6.43,0.4,0.89,0,0,0.49,32.67,17.72,14.95
"Michael Mersch","MICHAEL.MERSCH","8476352","15-16","L.A","L","L",1992-10-02,22,2011,4,110,17,161.42,0.37,0.37,0.37,1.12,8.55,11.52,11.89,0.56,4.35,3.23,4.9,3.35,1.12,1.12,9.66,7.43,0,0.74,0,0,0.74,0.37,1.12,-0.74
"Michael Milne","MICHAEL.MILNE","8482829","24-25","MIN","L","L",2002-09-21,21,2022,3,89,1,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0,0,0,0,0,0,0
"Michael Nylander","MICHAEL.NYLANDER","8458573","08-09","WSH","C","L",1972-10-03,35,1991,3,59,72,841.95,0.36,0.78,0.5,1.64,5.27,6.56,8.27,0.52,6.76,5.43,7.86,1.14,2.21,2.28,0.64,3.99,0.64,0.64,0,0,0,18.03,22.16,-4.13
"Michael Paliotta","MICHAEL.PALIOTTA","8476394","14-15","CHI","D","R",1993-04-06,21,2011,3,70,1,12.75,0,0,4.71,4.71,9.41,14.12,14.12,0.19,0,0,1.33,9.41,0,0,0,9.41,0,0,0,0,0,0,0,0
"Michael Paliotta","MICHAEL.PALIOTTA","8476394","15-16","CBJ","D","R",1993-04-06,22,2011,3,70,1,7.08,0,0,0,0,16.95,16.95,16.95,0.17,0,0,1,8.47,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Peca","MICHAEL.PECA","8458976","08-09","CBJ","C","R",1974-03-26,34,1992,2,40,71,740.58,0.32,0.97,0.32,1.62,5.27,7.13,9.15,0.38,6.15,4.55,5.34,2.84,1.22,1.94,3.73,4.46,1.05,0.24,0,0,-0.81,25.12,24.87,0.24
"Michael Pezzetta","MICHAEL.PEZZETTA","8479543","21-22","MTL","C/L","L",1998-03-13,23,2016,6,160,51,391.33,0.77,0.77,0.15,1.69,7.51,9.81,11.65,0.78,10.2,7.81,7.98,1.23,3.68,0.61,23.92,7.21,2.3,1.53,0.77,0.77,-0.77,0.92,0.77,0.15
"Michael Pezzetta","MICHAEL.PEZZETTA","8479543","22-23","MTL","L","L",1998-03-13,24,2016,6,160,63,553.52,0.76,0.76,0,1.52,7.26,9.11,12.03,0.76,10.45,8.33,8.33,2.71,1.84,0.43,25.58,4.99,1.52,1.19,0.98,0.98,-0.33,0.76,1.08,-0.33
"Michael Pezzetta","MICHAEL.PEZZETTA","8479543","23-24","MTL","L","L",1998-03-13,25,2016,6,160,61,462.65,0.39,0.78,0.39,1.56,5.45,7.91,12.06,0.45,7.14,4.92,5.64,3.63,2.08,0.26,30.87,7.52,1.43,0.65,0.91,0.91,-0.78,0.78,1.04,-0.26
"Michael Pezzetta","MICHAEL.PEZZETTA","8479543","24-25","MTL","L","L",1998-03-13,26,2016,6,160,25,148.18,0,0,0,0,5.67,10.53,12.55,0.77,0,0,7.31,2.83,3.64,0.81,29.56,5.67,2.83,0.4,0.81,0.81,-2.43,0.81,2.43,-1.62
"Michael Raffl","MICHAEL.RAFFL","8477290","13-14","PHI","L","L",1988-12-01,24,2007,NA,NA,68,743.28,0.73,0.81,0.16,1.7,7.43,10.74,13.64,0.86,9.78,6.77,8.05,2.26,1.45,1.53,8.64,8.72,0.89,0.97,0,0,0.08,3.71,3.07,0.65
"Michael Raffl","MICHAEL.RAFFL","8477290","14-15","PHI","L","L",1988-12-01,25,2007,NA,NA,67,848.52,0.99,0.07,0.35,1.41,8.27,11.24,14.21,0.84,11.97,8.81,7.48,2.33,1.2,1.34,11.38,10.18,0.85,0.64,0.14,0.14,-0.21,2.83,3.61,-0.78
"Michael Raffl","MICHAEL.RAFFL","8477290","15-16","PHI","L","L",1988-12-01,26,2007,NA,NA,82,1044.1,0.63,0.46,0.46,1.55,6.72,9.65,12.13,0.74,9.4,6.55,7.62,1.84,1.21,1.78,7.47,10.57,0.69,0.8,0,0,0.11,1.49,2.41,-0.92
"Michael Raffl","MICHAEL.RAFFL","8477290","16-17","PHI","L","L",1988-12-01,27,2007,NA,NA,52,675.98,0.71,0.18,0.09,0.98,5.59,7.9,9.94,0.74,12.7,8.99,9.4,1.86,1.42,1.15,8.08,9.85,0.44,0.8,0.18,0.18,0.36,0.27,0.62,-0.36
"Michael Raffl","MICHAEL.RAFFL","8477290","17-18","PHI","L","L",1988-12-01,28,2007,NA,NA,76,901.87,0.73,0.2,0.27,1.2,5.72,7.98,9.38,0.63,12.79,9.17,7.9,2.93,1.46,1.66,5.65,6.65,0.47,0.86,0.13,0.13,0.4,2.26,1.66,0.6
"Michael Raffl","MICHAEL.RAFFL","8477290","18-19","PHI","L","L",1988-12-01,29,2007,NA,NA,67,689.32,0.35,0.44,0.52,1.31,5.14,7.57,9.92,0.54,6.78,4.6,7.1,2,1.65,2.26,7.75,8.18,1.22,0.35,0,0,-0.87,0.96,1.57,-0.61
"Michael Raffl","MICHAEL.RAFFL","8477290","19-20","PHI","L","L",1988-12-01,30,2007,NA,NA,58,630.57,0.57,0.67,0.29,1.52,5.52,6.95,7.9,0.57,10.34,8.22,8.21,1.9,2.09,1.52,6.57,6.95,0.57,0.76,0,0,0.19,8.66,8.75,-0.1
"Michael Raffl","MICHAEL.RAFFL","8477290","20-21","PHI","L","L",1988-12-01,31,2007,NA,NA,34,384.9,0.47,0.47,0.31,1.25,4.05,6.39,7.17,0.49,11.54,7.32,7.61,2.65,0.78,0.47,6.86,6.7,1.09,0.62,0,0,-0.47,2.65,2.03,0.62
"Michael Raffl","MICHAEL.RAFFL","8477290","20-21","WSH","L","L",1988-12-01,31,2007,NA,NA,10,134.73,0.45,0.89,0,1.34,7.13,7.13,8.91,0.41,6.25,6.25,5.75,1.78,1.34,2.67,8.91,4.9,0.45,0.45,0.45,0.45,0,5.79,4.01,1.78
"Michael Raffl","MICHAEL.RAFFL","8477290","21-22","DAL","L","L",1988-12-01,32,2007,NA,NA,76,943.38,0.38,0.38,0.06,0.83,5.09,7.06,8.46,0.57,7.5,5.41,8.08,1.65,2.04,1.91,8.52,6.36,0.45,1.02,0,0,0.57,0.76,0.57,0.19
"Michael Rasmussen","MICHAEL.RASMUSSEN","8479992","18-19","DET","C","L",1999-04-17,19,2017,1,9,62,623.73,0.19,0.48,0.38,1.06,5,7.5,9.81,0.5,3.85,2.56,6.62,2.69,2.4,1.15,7.98,7.5,1.06,0.77,0.1,0.1,-0.29,1.83,2.98,-1.15
"Michael Rasmussen","MICHAEL.RASMUSSEN","8479992","20-21","DET","C","L",1999-04-17,21,2017,1,9,40,463.87,0.26,0.78,0,1.03,5.3,6.6,9.05,0.62,4.88,3.92,9.45,3.36,1.03,0.65,8.41,7.11,0.78,1.16,0,0,0.39,15.52,18.88,-3.36
"Michael Rasmussen","MICHAEL.RASMUSSEN","8479992","21-22","DET","C","L",1999-04-17,22,2017,1,9,80,958.48,0.81,0.31,0.19,1.31,6.76,9.14,10.45,0.72,12.04,8.9,7.84,3.26,0.81,1.63,8.64,7.26,1.38,1.44,0,0,0.06,21.35,21.28,0.06
"Michael Rasmussen","MICHAEL.RASMUSSEN","8479992","22-23","DET","C","L",1999-04-17,23,2017,1,9,56,699.75,0.6,0.94,0.43,1.97,6.69,9.17,11.49,0.92,8.97,6.54,10.04,3.52,0.6,1.29,10.12,8.4,1.2,1.97,0.09,0.09,0.77,14.49,14.06,0.43
"Michael Rasmussen","MICHAEL.RASMUSSEN","8479992","23-24","DET","C","L",1999-04-17,24,2017,1,9,75,972.5,0.68,0.62,0.31,1.6,5.49,8.08,10.24,0.73,12.36,8.4,9.05,4.01,0.74,0.93,7.28,8.08,1.23,1.11,0.06,0.06,-0.12,3.21,3.46,-0.25
"Michael Rasmussen","MICHAEL.RASMUSSEN","8479992","24-25","DET","C","L",1999-04-17,25,2017,1,9,77,866.17,0.42,0.21,0.14,0.76,5.89,8.52,11.43,0.76,7.06,4.88,8.98,3.19,2.63,0.48,9.7,6.03,0.42,0.48,0.14,0.14,0.07,6.03,6.72,-0.69
"Michael Ryan","MICHAEL.RYAN","8467905","08-09","CAR","C","L",1980-05-16,28,1999,2,32,18,143.03,0,0.42,0.42,0.84,10.07,13,16.78,1.02,0,0,7.87,1.68,0.84,3.78,3.78,7.55,0.42,1.68,0,0,1.26,0.42,2.1,-1.68
"Michael Ryder","MICHAEL.RYDER","8467545","08-09","BOS","R","R",1980-03-31,28,1998,8,216,73,849.73,1.06,0.85,0.42,2.33,8.61,11.79,15.6,0.87,12.3,8.98,7.41,1.27,0.64,1.06,6.5,6.07,0.78,0.85,0,0,0.07,0.49,0.56,-0.07
"Michael Ryder","MICHAEL.RYDER","8467545","09-10","BOS","R","R",1980-03-31,29,1998,8,216,82,1061.73,0.62,0.45,0.23,1.3,8.59,11.3,14.58,0.78,7.24,5.5,6.89,1.24,1.02,1.7,5.37,5.65,0.4,0.68,0.06,0,0.23,0.11,0.28,-0.17
"Michael Ryder","MICHAEL.RYDER","8467545","10-11","BOS","R","R",1980-03-31,30,1998,8,216,79,968.92,0.56,0.68,0.37,1.61,7.86,10.59,14.49,0.66,7.09,5.26,6.26,1.11,1.67,2.11,4.09,5.7,0.56,1.24,0,0,0.68,0.31,0.19,0.12
"Michael Ryder","MICHAEL.RYDER","8467545","11-12","DAL","R","R",1980-03-31,31,1998,8,216,82,1184.47,1.22,0.76,0.41,2.38,8.61,11.45,15.45,0.8,14.12,10.62,7.01,2.48,1.47,2.28,4.05,4.26,0.71,0.51,0,0,-0.2,1.32,1.57,-0.25
"Michael Ryder","MICHAEL.RYDER","8467545","12-13","DAL","R","R",1980-03-31,32,1998,8,216,19,244.53,0.98,0.49,0.49,1.96,6.38,8.59,11.78,0.53,15.38,11.43,6.11,1.47,0.98,2.7,4.17,4.42,0.98,0.49,0,0,-0.49,0.25,0.25,0
"Michael Ryder","MICHAEL.RYDER","8467545","12-13","MTL","R","R",1980-03-31,32,1998,8,216,27,343.98,0.7,0.35,0.52,1.57,7.15,9.42,13.26,0.58,9.76,7.41,6.17,1.74,1.4,1.05,2.62,6.28,0.7,0.52,0,0,-0.17,0.17,0,0.17
"Michael Ryder","MICHAEL.RYDER","8467545","13-14","N.J","R","R",1980-03-31,33,1998,8,216,82,1079.63,0.67,0.28,0.39,1.33,7.17,9.56,12.39,0.65,9.3,6.98,6.8,0.56,0.83,1.22,2.72,5.67,0.44,0.44,0,0,0,0.22,0.22,0
"Michael Ryder","MICHAEL.RYDER","8467545","14-15","N.J","R","R",1980-03-31,34,1998,8,216,47,596.82,0.5,0.8,0.3,1.61,7.74,11.06,13.27,0.87,6.49,4.55,7.85,1.41,1.11,0.9,5.23,4.42,1.21,0.9,0,0,-0.3,0.2,0.3,-0.1
"Michael Sauer","MICHAEL.SAUER","8471714","08-09","NYR","D","R",1987-08-07,21,2005,2,40,3,26.6,0,0,0,0,2.26,6.77,6.77,0.14,0,0,2,6.77,0,0,4.51,9.02,0,0,0,0,0,0,0,0
"Michael Sauer","MICHAEL.SAUER","8471714","10-11","NYR","D","R",1987-08-07,23,2005,2,40,76,1201.42,0.1,0.3,0.25,0.65,2.6,4.29,5.99,0.17,3.85,2.33,3.98,4.24,0.6,1.05,3.55,7.19,0.95,0.55,0.35,0.35,-0.4,0,0,0
"Michael Sauer","MICHAEL.SAUER","8471714","11-12","NYR","D","R",1987-08-07,24,2005,2,40,19,314.85,0.19,0.19,0.19,0.57,2.67,4,5.53,0.18,7.14,4.76,4.48,5.15,0.95,1.72,3.24,6.1,0.38,0.19,0.19,0.19,-0.19,0,0,0
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","12-13","COL","C","L",1992-07-25,20,2010,NA,NA,6,50.27,0,0,0,0,5.97,7.16,8.35,0.39,0,0,5.5,1.19,1.19,1.19,4.77,3.58,1.19,0,0,0,-1.19,10.74,19.1,-8.35
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","14-15","COL","C","L",1992-07-25,22,2010,NA,NA,3,20.72,0,0,2.9,2.9,5.79,8.69,14.48,0.12,0,0,1.33,2.9,0,0,0,5.79,0,2.9,0,0,2.9,26.06,31.85,-5.79
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","15-16","ANA","C","L",1992-07-25,23,2010,NA,NA,1,8.35,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,7.19,0,0,0,0,0,14.37,14.37,0
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","16-17","ANA","C","L",1992-07-25,24,2010,NA,NA,9,79.6,0,0,0.75,0.75,5.28,8.29,9.8,0.47,0,0,5.64,3.02,1.51,0,4.52,3.02,0,0.75,0,0,0.75,24.87,33.92,-9.05
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","16-17","FLA","C","L",1992-07-25,24,2010,NA,NA,29,312.43,0.19,0.77,0.19,1.15,4.61,6.15,7.68,0.38,4.17,3.12,6.16,2.3,2.11,1.15,6.15,6.34,0.38,0.58,0.19,0.19,0.19,18.63,23.24,-4.61
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","19-20","WSH","C","L",1992-07-25,27,2010,NA,NA,2,16.22,0,0,0,0,3.7,11.1,14.8,0.37,0,0,3.33,0,3.7,7.4,11.1,0,0,0,0,0,0,11.1,11.1,0
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","20-21","WSH","C","L",1992-07-25,28,2010,NA,NA,5,41.45,0,0,2.9,2.9,5.79,5.79,7.24,0.38,0,0,6.5,2.9,0,5.79,1.45,4.34,0,0,0,0,0,11.58,24.61,-13.03
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","21-22","WSH","C","L",1992-07-25,29,2010,NA,NA,10,91.43,0.66,1.31,0,1.97,6.56,7.87,8.53,0.84,10,8.33,10.67,1.31,1.97,0.66,4.59,3.94,0,1.31,0,0,1.31,26.91,20.34,6.56
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","23-24","WSH","C","L",1992-07-25,31,2010,NA,NA,25,259.68,0.92,0.46,0,1.39,5.31,7.86,9.24,0.7,17.39,11.76,8.85,0.69,2.54,1.85,3.7,6.24,0,0.69,0,0,0.69,12.48,15.48,-3
"Michael Sgarbossa","MICHAEL.SGARBOSSA","8475958","24-25","WSH","C","L",1992-07-25,32,2010,NA,NA,3,27.93,2.15,2.15,0,4.3,2.15,2.15,8.59,0.3,100,100,14,2.15,0,0,2.15,4.3,2.15,6.44,0,0,4.3,19.33,21.48,-2.15
"Michael Stone","MICHAEL.STONE","8474628","11-12","ARI","D","R",1990-06-07,21,2008,3,69,13,167.6,0.36,0.72,0,1.07,4.65,7.16,8.95,0.26,7.69,5,3.6,6.44,0.72,0,5.73,6.44,0.36,0.36,0,0,0,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","12-13","ARI","D","R",1990-06-07,22,2008,3,69,40,570.38,0.42,0.11,0.11,0.63,4.63,6.73,9.68,0.14,9.09,6.25,2.02,5.47,0.21,0.84,8.52,4.73,0.74,0.32,0,0,-0.42,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","13-14","ARI","D","R",1990-06-07,23,2008,3,69,70,1072.8,0.34,0.28,0.11,0.73,4.92,7.38,11.41,0.15,6.82,4.55,2.09,5.15,0.17,0.39,8.11,6.88,0.95,0.45,0,0,-0.5,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","14-15","ARI","D","R",1990-06-07,24,2008,3,69,81,1449.05,0.12,0.21,0.21,0.54,4.72,7.2,11.14,0.15,2.63,1.72,2.1,6.34,0.79,0.46,7.91,6.09,0.87,0.29,0,0,-0.58,0.04,0,0.04
"Michael Stone","MICHAEL.STONE","8474628","15-16","ARI","D","R",1990-06-07,25,2008,3,69,75,1284.22,0.28,0.23,0.37,0.89,5.42,8.6,12.33,0.2,5.17,3.26,2.35,5.05,0.61,0.65,5.79,6.35,1.03,0.37,0,0,-0.65,0,0.05,-0.05
"Michael Stone","MICHAEL.STONE","8474628","16-17","ARI","D","R",1990-06-07,26,2008,3,69,45,730.32,0,0.16,0.16,0.33,3.45,5.83,8.46,0.1,0,0,1.66,6.24,1.23,0.16,7.48,5.42,0.33,0.33,0,0,0,0.08,0,0.08
"Michael Stone","MICHAEL.STONE","8474628","16-17","CGY","D","R",1990-06-07,26,2008,3,69,19,322.85,0.37,0.56,0.19,1.12,3.9,5.58,9.48,0.1,9.52,6.67,1.87,5.58,1.12,0.19,4.83,3.72,1.49,0.37,0,0,-1.12,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","17-18","CGY","D","R",1990-06-07,27,2008,3,69,82,1116.65,0.16,0.21,0.11,0.48,4.84,7.47,11.61,0.15,3.33,2.16,1.96,6.34,1.29,0.7,5.37,4.67,0.64,0.32,0,0,-0.32,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","18-19","CGY","D","R",1990-06-07,28,2008,3,69,14,189.25,0,0.32,0.95,1.27,3.8,8.56,14.9,0.12,0,0,1.41,3.8,1.9,1.59,7.93,5.39,1.27,0.32,0,0,-0.95,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","19-20","CGY","D","R",1990-06-07,29,2008,3,69,33,491.58,0.24,0.37,0.24,0.85,6.35,8.79,12.69,0.16,3.85,2.78,1.86,5.98,1.1,0.73,6.1,4.88,0.61,0,0,0,-0.61,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","20-21","CGY","D","R",1990-06-07,30,2008,3,69,21,293.5,0.41,0.2,0.2,0.82,7.56,10.22,14.51,0.25,5.41,4,2.46,2.86,2.04,0.82,4.7,5.32,0.61,0.41,0,0,-0.2,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","21-22","CGY","D","R",1990-06-07,31,2008,3,69,11,168.5,0.36,0,1.07,1.42,6.05,9.26,17.45,0.14,5.88,3.85,1.5,6.05,1.42,0.36,8.55,5.34,0.71,0,0,0,-0.71,0,0,0
"Michael Stone","MICHAEL.STONE","8474628","22-23","CGY","D","R",1990-06-07,32,2008,3,69,48,587.82,0.51,0.1,0.2,0.82,8.68,12.35,19.39,0.21,5.88,4.13,1.72,5.72,1.43,0.51,5.41,5.51,1.63,0.61,0.1,0.1,-1.02,0,0,0
"Michael Vernace","MICHAEL.VERNACE","8471413","08-09","COL","D","L",1986-05-26,22,2004,7,201,12,202.08,0,0,0,0,2.67,3.27,5.34,0.07,0,0,2.18,4.45,2.08,1.78,5.94,3.56,1.19,0,0,0,-1.19,0,0,0
"Michael Vernace","MICHAEL.VERNACE","8471413","10-11","T.B","D","L",1986-05-26,24,2004,7,201,10,84.03,0,0,0.71,0.71,4.28,6.43,7.85,0.28,0,0,4.33,2.14,0.71,2.14,5.71,2.14,0.71,0,0,0,-0.71,0,0,0
"Michael York","MICHAEL.YORK","8466266","08-09","CBJ","L","R",1978-01-03,30,1997,6,136,1,10.4,0,0,0,0,5.77,5.77,5.77,0.12,0,0,2,0,0,0,5.77,23.08,0,0,0,0,0,0,0,0
"Michael Zalewski","MICHAEL.ZALEWSKI","8477816","13-14","VAN","L","L",1992-08-18,21,2010,NA,NA,2,23.1,0,0,0,0,5.19,10.39,12.99,0.57,0,0,5.5,0,0,2.6,0,7.79,0,0,0,0,0,0,0,0
"Michael Zalewski","MICHAEL.ZALEWSKI","8477816","15-16","VAN","L","L",1992-08-18,23,2010,NA,NA,3,35.57,0,1.69,0,1.69,3.37,5.06,5.06,0.54,0,0,10.67,0,1.69,0,11.81,8.43,0,0,0,0,0,10.12,6.75,3.37
"Michael Zalewski","MICHAEL.ZALEWSKI","8477816","16-17","VAN","L","L",1992-08-18,24,2010,NA,NA,1,8.05,0,0,0,0,0,7.45,7.45,0.07,0,0,1,7.45,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Zigomanis","MICHAEL.ZIGOMANIS","8467937","08-09","PIT","C","R",1981-01-17,27,2001,2,46,22,174.1,0.69,0.34,0.69,1.72,6.55,7.58,10.34,0.45,10.53,9.09,5.95,2.07,0.69,1.03,5.51,5.51,1.72,0.34,0.34,0.34,-1.38,38.94,19.99,18.95
"Michael Zigomanis","MICHAEL.ZIGOMANIS","8467937","10-11","TOR","C","R",1981-01-17,29,2001,2,46,8,39.07,0,0,1.54,1.54,10.75,12.29,15.36,0.61,0,0,5,1.54,1.54,4.61,7.68,3.07,1.54,0,0,0,-1.54,16.89,19.96,-3.07
"Michal Handzus","MICHAL.HANDZUS","8462129","08-09","L.A","C","L",1977-03-11,31,1995,4,101,82,976.27,0.55,0.61,0.18,1.35,6.51,8.24,9.96,0.57,8.49,6.72,6.96,2.03,2.58,1.04,3.87,5.59,0.61,1.11,0,0,0.49,26.49,20.4,6.08
"Michal Handzus","MICHAL.HANDZUS","8462129","09-10","L.A","C","L",1977-03-11,32,1995,4,101,81,1038.05,0.69,0.46,0.46,1.62,4.86,6.76,7.69,0.54,14.29,10.26,7.92,2.54,2.89,1.5,3.81,4.86,0.69,0.46,0,0,-0.23,27.11,25.49,1.62
"Michal Handzus","MICHAL.HANDZUS","8462129","10-11","L.A","C","L",1977-03-11,33,1995,4,101,82,983.43,0.49,0.37,0.31,1.16,4.03,6.16,7.63,0.4,12.12,7.92,6.44,2.07,1.95,1.16,4.76,4.64,0.37,0.61,0,0,0.24,27.82,26.17,1.65
"Michal Handzus","MICHAL.HANDZUS","8462129","11-12","S.J","C","L",1977-03-11,34,1995,4,101,67,795.32,0.38,0.91,0.08,1.36,5.13,6.41,8.15,0.47,7.35,5.88,7.32,3.62,1.66,1.58,3.77,4.53,0.23,0.38,0,0,0.15,25.42,26.18,-0.75
"Michal Handzus","MICHAL.HANDZUS","8462129","12-13","CHI","C","L",1977-03-11,35,1995,4,101,11,112.28,0.53,1.6,0.53,2.67,4.81,7.48,8.02,0.35,11.11,7.14,4.71,2.67,0.53,4.28,4.81,5.88,0.53,0,0,0,-0.53,33.67,25.65,8.02
"Michal Handzus","MICHAL.HANDZUS","8462129","12-13","S.J","C","L",1977-03-11,35,1995,4,101,28,308.4,0.19,0.19,0,0.39,5.45,7.39,8.95,0.44,3.57,2.63,5.97,2.33,2.53,1.17,4.09,5.25,1.17,0.78,0,0,-0.39,27.63,20.04,7.59
"Michal Handzus","MICHAL.HANDZUS","8462129","13-14","CHI","C","L",1977-03-11,36,1995,4,101,59,646.05,0.28,0.37,0.56,1.21,4.09,5.02,6.5,0.42,6.82,5.56,8.43,2.79,0.65,0.84,2.97,6.04,0.65,0.37,0,0,-0.28,24.61,24.24,0.37
